Game,Date,Tm,Opp,W.L,R,RA,Rank_Standings,Game_Length,Day_Night,Attendance,CLI,Streak,Home,FullDate,Year,start_time_ET
122,8/20/2017,PHI,SFG,W,5,2,5,3:14,D,39921,0,++,1,Sunday Aug 20 2017,2017,4:05 PM
123,8/22/2017,PHI,MIA,L,8,12,5,3:06,D,NA,0,-,0,Tuesday Aug 22 (1) 2017,2017,4:10 PM
124,8/22/2017,PHI,MIA,L,4,7,5,3:22,N,20761,0,--,0,Tuesday Aug 22 (2) 2017,2017,7:05 PM
125,8/23/2017,PHI,MIA,W,8,0,5,2:50,N,19161,0,+,0,Wednesday Aug 23 2017,2017,7:05 PM
126,8/24/2017,PHI,MIA,L,8,9,5,3:14,D,18083,0,-,0,Thursday Aug 24 2017,2017,1:05 PM
127,8/25/2017,PHI,CHC,W,7,1,5,3:00,N,24424,0,+,0,Friday Aug 25 2017,2017,7:05 PM
128,8/26/2017,PHI,CHC,L,2,17,5,3:03,N,29379,0,-,0,Saturday Aug 26 2017,2017,7:05 PM
129,8/27/2017,PHI,CHC,W,6,3,5,2:54,D,28689,0,+,0,Sunday Aug 27 2017,2017,1:35 PM
130,8/28/2017,PHI,ATL,W,6,1,5,2:52,N,15154,0,++,0,Monday Aug 28 2017,2017,7:05 PM
131,8/30/2017,PHI,ATL,L,1,9,5,2:49,D,NA,0,-,0,Wednesday Aug 30 (1) 2017,2017,12:05 PM
132,8/30/2017,PHI,ATL,L,2,5,5,3:17,D,15706,0,--,0,Wednesday Aug 30 (2) 2017,2017,7:05 PM
133,8/31/2017,PHI,MIA,W,3,2,5,3:09,N,17013,0,+,1,Thursday Aug 31 2017,2017,7:10 PM
134,9/1/2017,PHI,MIA,W,2,1,5,2:44,N,17998,0,++,1,Friday Sep 1 2017,2017,7:10 PM
135,9/2/2017,PHI,MIA,L,9,10,5,3:37,N,18262,0,-,1,Saturday Sep 2 2017,2017,7:10 PM
136,9/3/2017,PHI,MIA,W,3,1,5,3:46,D,19404,0,+,1,Sunday Sep 3 2017,2017,1:10 PM
137,9/4/2017,PHI,NYM,L,7,11,5,3:18,D,28808,0,-,1,Monday Sep 4 2017,2017,1:10 PM
138,9/5/2017,PHI,NYM,W,9,1,5,3:04,N,22230,0,+,1,Tuesday Sep 5 2017,2017,7:10 PM
139,9/6/2017,PHI,NYM,L,3,6,5,1:53,N,19617,0,-,1,Wednesday Sep 6 2017,2017,7:10 PM
140,9/7/2017,PHI,WSN,L,3,4,5,3:09,N,26267,0,--,1,Thursday Sep 7 2017,2017,7:05 PM
141,9/8/2017,PHI,WSN,L,10,11,5,3:27,N,29837,0,---,1,Friday Sep 8 2017,2017,7:05 PM
142,9/9/2017,PHI,WSN,W,5,4,5,3:23,N,35694,0,+,1,Saturday Sep 9 2017,2017,7:05 PM
143,9/10/2017,PHI,WSN,L,2,3,5,2:16,D,32627,0,-,1,Sunday Sep 10 2017,2017,1:35 PM
144,9/12/2017,PHI,MIA,W-wo,9,8,5,4:57,N,16439,0,+,0,Tuesday Sep 12 2017,2017,7:05 PM
145,9/13/2017,PHI,MIA,W,8,1,5,2:25,N,16745,0,++,0,Wednesday Sep 13 2017,2017,7:05 PM
146,9/14/2017,PHI,MIA,W,10,0,5,3:06,N,16302,0,+++,0,Thursday Sep 14 2017,2017,7:05 PM
147,9/15/2017,PHI,OAK,L,0,4,5,2:43,N,24061,0,-,0,Friday Sep 15 2017,2017,7:05 PM
148,9/16/2017,PHI,OAK,W,5,3,5,2:56,N,24290,0,+,0,Saturday Sep 16 2017,2017,7:05 PM
149,9/17/2017,PHI,OAK,L,3,6,5,3:09,D,28054,0,-,0,Sunday Sep 17 2017,2017,1:35 PM
150,9/18/2017,PHI,LAD,W,4,3,5,2:40,N,16690,0,+,0,Monday Sep 18 2017,2017,7:05 PM
151,9/19/2017,PHI,LAD,W,6,2,5,3:23,N,20145,0,++,0,Tuesday Sep 19 2017,2017,7:05 PM
152,9/20/2017,PHI,LAD,W,7,5,5,3:18,N,20175,0,+++,0,Wednesday Sep 20 2017,2017,7:05 PM
153,9/21/2017,PHI,LAD,L,4,5,5,3:39,D,18735,0,-,0,Thursday Sep 21 2017,2017,1:05 PM
154,9/22/2017,PHI,ATL,L,2,7,5,2:56,N,33702,0,--,1,Friday Sep 22 2017,2017,7:35 PM
155,9/23/2017,PHI,ATL,L,2,4,5,2:50,N,39809,0,---,1,Saturday Sep 23 2017,2017,7:10 PM
156,9/24/2017,PHI,ATL,W,2,0,5,2:38,D,33183,0,+,1,Sunday Sep 24 2017,2017,1:35 PM
157,9/25/2017,PHI,WSN,L,1,3,5,3:04,N,17026,0,-,0,Monday Sep 25 2017,2017,7:05 PM
158,9/26/2017,PHI,WSN,W,4,1,5,2:59,N,16437,0,+,0,Tuesday Sep 26 2017,2017,7:05 PM
159,9/27/2017,PHI,WSN,W,7,5,5,3:53,N,17642,0,++,0,Wednesday Sep 27 2017,2017,7:05 PM
160,9/29/2017,PHI,NYM,W,6,2,5,2:38,N,19375,0,+++,0,Friday Sep 29 2017,2017,7:05 PM
161,9/30/2017,PHI,NYM,L,4,7,5,4:10,N,25138,0,-,0,Saturday Sep 30 2017,2017,7:05 PM
162,10/1/2017,PHI,NYM,W,11,0,5,3:09,D,25754,0,+,0,Sunday Oct 1 2017,2017,3:05 PM
1,3/29/2018,PHI,ATL,L-wo,5,8,4,3:28,D,40208,1.06,-,1,Thursday Mar 29 2018,2018,4:10 PM
2,3/30/2018,PHI,ATL,W,5,4,3,4:16,N,35123,1.05,+,1,Friday Mar 30 2018,2018,7:35 PM
3,3/31/2018,PHI,ATL,L,2,15,4,3:21,N,37777,1.08,-,1,Saturday Mar 31 2018,2018,7:10 PM
4,4/3/2018,PHI,NYM,L,0,2,4,2:51,N,21397,1.01,--,1,Tuesday Apr 3 2018,2018,7:10 PM
5,4/4/2018,PHI,NYM,L,2,4,5,3:05,D,21328,0.99,---,1,Wednesday Apr 4 2018,2018,1:10 PM
6,4/5/2018,PHI,MIA,W,5,0,4,3:03,D,44488,0.87,+,0,Thursday Apr 5 2018,2018,3:05 PM
7,4/7/2018,PHI,MIA,W,20,1,4,3:21,N,33660,0.9,++,0,Saturday Apr 7 2018,2018,6:05 PM
8,4/8/2018,PHI,MIA,L,3,6,4,3:04,D,34326,0.94,-,0,Sunday Apr 8 2018,2018,1:35 PM
9,4/9/2018,PHI,CIN,W,6,5,4,3:22,N,18127,0.84,+,0,Monday Apr 9 2018,2018,7:05 PM
10,4/10/2018,PHI,CIN,W,6,1,4,2:44,N,20895,0.86,++,0,Tuesday Apr 10 2018,2018,7:05 PM
11,4/11/2018,PHI,CIN,W-wo,4,3,3,3:48,N,19099,0.9,+++,0,Wednesday Apr 11 2018,2018,7:05 PM
12,4/13/2018,PHI,TBR,W,2,1,3,2:53,N,13372,0.91,++++,1,Friday Apr 13 2018,2018,7:10 PM
13,4/14/2018,PHI,TBR,W,9,4,2,2:46,N,20934,0.97,+++++,1,Saturday Apr 14 2018,2018,6:10 PM
14,4/15/2018,PHI,TBR,W,10,4,2,3:34,D,19841,1.03,++++++,1,Sunday Apr 15 2018,2018,1:10 PM
15,4/16/2018,PHI,ATL,L,1,2,2,2:40,N,17812,1.21,-,1,Monday Apr 16 2018,2018,7:35 PM
16,4/17/2018,PHI,ATL,W,5,1,2,3:36,N,17913,1.2,+,1,Tuesday Apr 17 2018,2018,7:35 PM
17,4/18/2018,PHI,ATL,L,3,7,2,3:08,N,22135,1.25,-,1,Wednesday Apr 18 2018,2018,7:35 PM
18,4/19/2018,PHI,PIT,W,7,0,2,2:53,N,19071,1.07,+,0,Thursday Apr 19 2018,2018,7:05 PM
19,4/20/2018,PHI,PIT,W,2,1,2,2:42,N,20183,1.11,++,0,Friday Apr 20 2018,2018,7:05 PM
20,4/21/2018,PHI,PIT,W,6,2,2,3:11,D,28161,1.16,+++,0,Saturday Apr 21 2018,2018,4:05 PM
21,4/22/2018,PHI,PIT,W-wo,3,2,2,3:35,D,29199,1.17,++++,0,Sunday Apr 22 2018,2018,1:35 PM
22,4/24/2018,PHI,ARI,L,4,8,2,3:49,N,18195,1.21,-,0,Tuesday Apr 24 2018,2018,7:05 PM
23,4/25/2018,PHI,ARI,W,5,3,2,2:55,N,21349,1.19,+,0,Wednesday Apr 25 2018,2018,7:05 PM
24,4/26/2018,PHI,ARI,L,2,8,2,3:12,D,20335,1.23,-,0,Thursday Apr 26 2018,2018,1:05 PM
25,4/27/2018,PHI,ATL,W,7,3,2,2:50,N,27076,1.39,+,0,Friday Apr 27 2018,2018,7:05 PM
26,4/28/2018,PHI,ATL,L,1,4,2,3:10,N,27794,1.39,-,0,Saturday Apr 28 2018,2018,6:05 PM
27,4/29/2018,PHI,ATL,L,1,10,2,3:26,D,31010,1.4,--,0,Sunday Apr 29 2018,2018,1:35 PM
28,4/30/2018,PHI,MIA,L,4,8,3,3:06,N,5415,1.17,---,1,Monday Apr 30 2018,2018,7:10 PM
29,5/1/2018,PHI,MIA,L-wo,1,2,3,2:54,N,5844,1.12,----,1,Tuesday May 1 2018,2018,7:10 PM
30,5/2/2018,PHI,MIA,W,6,0,3,2:54,N,5941,1.1,+,1,Wednesday May 2 2018,2018,7:10 PM
31,5/4/2018,PHI,WSN,L,3,7,3,2:49,N,35497,1.19,-,1,Friday May 4 2018,2018,7:05 PM
32,5/5/2018,PHI,WSN,W,3,1,2,3:13,D,34687,1.21,+,1,Saturday May 5 2018,2018,4:05 PM
33,5/6/2018,PHI,WSN,L-wo,4,5,2,3:33,D,30611,1.29,-,1,Sunday May 6 2018,2018,1:35 PM
34,5/7/2018,PHI,SFG,W,11,0,2,3:05,N,17050,1.17,+,0,Monday May 7 2018,2018,7:05 PM
35,5/8/2018,PHI,SFG,W,4,2,2,2:53,N,22456,1.18,++,0,Tuesday May 8 2018,2018,7:05 PM
36,5/9/2018,PHI,SFG,W,11,3,2,3:19,N,18448,1.18,+++,0,Wednesday May 9 2018,2018,7:05 PM
37,5/10/2018,PHI,SFG,W,6,3,2,2:47,D,30204,1.23,++++,0,Thursday May 10 2018,2018,1:05 PM
38,5/11/2018,PHI,NYM,L,1,3,2,2:49,N,29247,1.4,-,0,Friday May 11 2018,2018,7:05 PM
39,5/13/2018,PHI,NYM,W,4,2,2,3:19,D,34091,1.31,+,0,Sunday May 13 2018,2018,1:35 PM
40,5/16/2018,PHI,BAL,W,4,1,2,2:42,D,29706,1.16,++,1,Wednesday May 16 2018,2018,12:05 PM
41,5/17/2018,PHI,STL,W,6,2,2,3:33,N,41039,1.24,+++,1,Thursday May 17 2018,2018,7:15 PM
42,5/18/2018,PHI,STL,L,4,12,2,3:26,N,42050,1.29,-,1,Friday May 18 2018,2018,8:15 PM
43,5/19/2018,PHI,STL,W,7,6,2,3:42,D,44431,1.29,+,1,Saturday May 19 2018,2018,2:15 PM
44,5/20/2018,PHI,STL,L,1,5,2,2:53,D,43560,1.33,-,1,Sunday May 20 2018,2018,2:15 PM
45,5/21/2018,PHI,ATL,W,3,0,2,2:33,N,21284,1.58,+,0,Monday May 21 2018,2018,7:05 PM
46,5/22/2018,PHI,ATL,L,1,3,2,3:18,N,18545,1.55,-,0,Tuesday May 22 2018,2018,7:05 PM
47,5/23/2018,PHI,ATL,W,4,0,2,2:51,N,27647,1.55,+,0,Wednesday May 23 2018,2018,7:05 PM
48,5/25/2018,PHI,TOR,L,5,6,2,2:59,N,21374,1.25,-,0,Friday May 25 2018,2018,7:05 PM
49,5/26/2018,PHI,TOR,W,2,1,1,2:25,D,26788,1.26,+,0,Saturday May 26 2018,2018,4:05 PM
50,5/27/2018,PHI,TOR,L,3,5,2,2:50,D,24182,1.29,-,0,Sunday May 27 2018,2018,1:35 PM
51,5/28/2018,PHI,LAD,L,4,5,3,3:32,N,39759,1.3,--,1,Monday May 28 2018,2018,8:10 PM
52,5/29/2018,PHI,LAD,W,6,1,3,3:26,N,40044,1.23,+,1,Tuesday May 29 2018,2018,10:10 PM
53,5/30/2018,PHI,LAD,L,2,8,3,3:03,N,43302,1.26,-,1,Wednesday May 30 2018,2018,10:10 PM
54,5/31/2018,PHI,LAD,W,2,1,3,2:40,D,40986,1.23,+,1,Thursday May 31 2018,2018,7:35 PM
55,6/1/2018,PHI,SFG,L,0,4,3,2:49,N,38119,1.25,-,1,Friday Jun 1 2018,2018,10:15 PM
56,6/2/2018,PHI,SFG,L,0,2,3,2:24,N,39208,1.24,--,1,Saturday Jun 2 2018,2018,10:05 PM
57,6/3/2018,PHI,SFG,L,1,6,3,2:28,D,40491,1.2,---,1,Sunday Jun 3 2018,2018,4:05 PM
58,6/5/2018,PHI,CHC,W,6,1,3,2:46,N,40553,1.24,+,1,Tuesday Jun 5 2018,2018,8:05 PM
59,6/6/2018,PHI,CHC,L-wo,5,7,3,3:20,N,40275,1.28,-,1,Wednesday Jun 6 2018,2018,8:05 PM
60,6/7/2018,PHI,CHC,L,3,4,3,3:20,D,40057,1.24,--,1,Thursday Jun 7 2018,2018,2:20 PM
61,6/8/2018,PHI,MIL,L,4,12,3,3:27,N,22196,1.17,---,0,Friday Jun 8 2018,2018,7:05 PM
62,6/9/2018,PHI,MIL,L,3,12,3,3:31,D,25304,1.15,----,0,Saturday Jun 9 2018,2018,1:05 PM
63,6/10/2018,PHI,MIL,W,4,3,3,2:57,D,31175,1.02,+,0,Sunday Jun 10 2018,2018,1:35 PM
64,6/12/2018,PHI,COL,W,5,4,3,3:07,N,19556,1.12,++,0,Tuesday Jun 12 2018,2018,7:05 PM
65,6/13/2018,PHI,COL,L,2,7,3,2:55,N,20075,1.19,-,0,Wednesday Jun 13 2018,2018,7:05 PM
66,6/14/2018,PHI,COL,W,9,3,3,3:21,D,22500,1.08,+,0,Thursday Jun 14 2018,2018,1:05 PM
67,6/15/2018,PHI,MIL,L,2,13,3,2:51,N,40945,1.14,-,1,Friday Jun 15 2018,2018,8:10 PM
68,6/16/2018,PHI,MIL,W,4,1,3,3:32,D,40531,1.14,+,1,Saturday Jun 16 2018,2018,4:10 PM
69,6/17/2018,PHI,MIL,W,10,9,3,4:02,D,40985,1.2,++,1,Sunday Jun 17 2018,2018,2:10 PM
70,6/18/2018,PHI,STL,W-wo,6,5,2,3:39,N,22083,1.25,+++,0,Monday Jun 18 2018,2018,7:05 PM
71,6/19/2018,PHI,STL,L,6,7,3,3:16,N,21122,1.35,-,0,Tuesday Jun 19 2018,2018,7:05 PM
72,6/20/2018,PHI,STL,W,4,3,2,3:08,D,26120,1.25,+,0,Wednesday Jun 20 2018,2018,1:05 PM
73,6/22/2018,PHI,WSN,W,12,2,2,3:30,N,35630,1.54,++,1,Friday Jun 22 2018,2018,7:05 PM
74,6/23/2018,PHI,WSN,W,5,3,2,3:03,D,40341,1.66,+++,1,Saturday Jun 23 2018,2018,4:05 PM
75,6/24/2018,PHI,WSN,L,6,8,2,3:47,N,29314,1.75,-,1,Sunday Jun 24 2018,2018,8:05 PM
76,6/25/2018,PHI,NYY,L,2,4,2,3:20,N,44136,1.37,--,0,Monday Jun 25 2018,2018,7:05 PM
77,6/26/2018,PHI,NYY,L,0,6,2,2:38,N,43568,1.34,---,0,Tuesday Jun 26 2018,2018,7:05 PM
78,6/27/2018,PHI,NYY,W,3,0,2,2:43,N,42028,1.3,+,0,Wednesday Jun 27 2018,2018,7:05 PM
79,6/28/2018,PHI,WSN,W,4,3,2,3:09,N,25026,1.67,++,0,Thursday Jun 28 2018,2018,7:05 PM
80,6/29/2018,PHI,WSN,L,7,17,2,3:43,N,36903,1.72,-,0,Friday Jun 29 2018,2018,7:05 PM
81,6/30/2018,PHI,WSN,W,3,2,2,3:20,N,42746,1.58,+,0,Saturday Jun 30 2018,2018,6:05 PM
82,7/1/2018,PHI,WSN,W-wo,4,3,2,4:28,D,22051,1.67,++,0,Sunday Jul 1 2018,2018,1:35 PM
83,7/3/2018,PHI,BAL,W,3,2,2,2:45,N,28204,1.37,+++,0,Tuesday Jul 3 2018,2018,7:05 PM
84,7/4/2018,PHI,BAL,W,4,1,2,2:55,D,30943,1.44,++++,0,Wednesday Jul 4 2018,2018,4:05 PM
85,7/6/2018,PHI,PIT,W,17,5,1,4:30,N,24846,1.53,+++++,1,Friday Jul 6 2018,2018,7:05 PM
86,7/7/2018,PHI,PIT,W,3,2,1,2:48,D,28150,1.54,++++++,1,Saturday Jul 7 2018,2018,4:05 PM
87,7/8/2018,PHI,PIT,L,1,4,1,2:42,D,19542,1.55,-,1,Sunday Jul 8 2018,2018,1:35 PM
88,7/9/2018,PHI,NYM,L-wo,3,4,1,3:24,D,NA,1.53,--,1,Monday Jul 9 (1) 2018,2018,4:15 PM
89,7/9/2018,PHI,NYM,W,3,1,1,2:41,N,24139,1.55,+,1,Monday Jul 9 (2) 2018,2018,7:10 PM
90,7/10/2018,PHI,NYM,W,7,3,1,2:50,N,22416,1.53,++,1,Tuesday Jul 10 2018,2018,7:10 PM
91,7/11/2018,PHI,NYM,L-wo,0,3,1,3:07,N,22137,1.55,-,1,Wednesday Jul 11 2018,2018,7:10 PM
92,7/12/2018,PHI,BAL,W,5,4,1,3:04,N,20100,1.57,+,1,Thursday Jul 12 2018,2018,7:05 PM
93,7/13/2018,PHI,MIA,W,2,0,1,2:34,N,8090,1.55,++,1,Friday Jul 13 2018,2018,7:10 PM
94,7/14/2018,PHI,MIA,L,0,2,1,3:00,D,14793,1.5,-,1,Saturday Jul 14 2018,2018,4:10 PM
95,7/15/2018,PHI,MIA,L,5,10,1,2:58,D,8829,1.56,--,1,Sunday Jul 15 2018,2018,1:10 PM
96,7/20/2018,PHI,SDP,W,11,5,1,3:15,N,30034,1.59,+,0,Friday Jul 20 2018,2018,7:05 PM
97,7/22/2018,PHI,SDP,L,2,10,1,3:10,D,29392,1.59,-,0,Sunday Jul 22 (1) 2018,2018,12:05 PM
98,7/22/2018,PHI,SDP,W,5,0,1,2:41,N,25054,1.63,+,0,Sunday Jul 22 (2) 2018,2018,6:05 PM
99,7/23/2018,PHI,LAD,L,6,7,1,3:43,N,33753,1.69,-,0,Monday Jul 23 2018,2018,7:05 PM
100,7/24/2018,PHI,LAD,W-wo,7,4,1,5:55,N,35028,1.75,+,0,Tuesday Jul 24 2018,2018,7:05 PM
101,7/25/2018,PHI,LAD,W,7,3,1,2:58,D,35659,1.69,++,0,Wednesday Jul 25 2018,2018,12:35 PM
102,7/26/2018,PHI,CIN,W,9,4,1,3:24,N,17031,1.58,+++,1,Thursday Jul 26 2018,2018,7:10 PM
103,7/27/2018,PHI,CIN,L,4,6,1,3:10,N,24776,1.49,-,1,Friday Jul 27 2018,2018,7:10 PM
104,7/28/2018,PHI,CIN,L,2,6,1,3:14,N,35249,1.54,--,1,Saturday Jul 28 2018,2018,6:40 PM
105,7/29/2018,PHI,CIN,L,0,4,1,2:48,D,21649,1.59,---,1,Sunday Jul 29 2018,2018,1:10 PM
106,7/30/2018,PHI,BOS,L-wo,1,2,1,4:03,N,37722,1.65,----,1,Monday Jul 30 2018,2018,7:10 PM
107,7/31/2018,PHI,BOS,W,3,1,1,3:13,N,37816,1.7,+,1,Tuesday Jul 31 2018,2018,7:10 PM
108,8/2/2018,PHI,MIA,W-wo,5,2,1,2:37,N,26050,1.74,++,0,Thursday Aug 2 2018,2018,7:05 PM
109,8/3/2018,PHI,MIA,W,5,1,1,3:10,N,33737,1.74,+++,0,Friday Aug 3 2018,2018,7:05 PM
110,8/4/2018,PHI,MIA,W,8,3,1,2:20,N,35194,1.76,++++,0,Saturday Aug 4 2018,2018,7:05 PM
111,8/5/2018,PHI,MIA,W,5,3,1,3:15,D,42343,1.69,+++++,0,Sunday Aug 5 2018,2018,1:35 PM
112,8/6/2018,PHI,ARI,L-wo,2,3,1,4:38,N,21131,1.77,-,1,Monday Aug 6 2018,2018,9:40 PM
113,8/7/2018,PHI,ARI,W,5,2,1,3:08,N,22382,1.87,+,1,Tuesday Aug 7 2018,2018,9:40 PM
114,8/8/2018,PHI,ARI,L,0,6,1,2:58,D,23384,1.75,-,1,Wednesday Aug 8 2018,2018,3:40 PM
115,8/10/2018,PHI,SDP,L,0,2,1,2:34,N,26306,1.73,--,1,Friday Aug 10 2018,2018,10:10 PM
116,8/11/2018,PHI,SDP,W,5,1,1,3:12,N,35098,1.83,+,1,Saturday Aug 11 2018,2018,8:40 PM
117,8/12/2018,PHI,SDP,L,3,9,1,3:20,D,26930,1.8,-,1,Sunday Aug 12 2018,2018,3:40 PM
118,8/14/2018,PHI,BOS,L,1,2,2,2:40,N,33081,1.85,--,0,Tuesday Aug 14 2018,2018,7:05 PM
119,8/15/2018,PHI,BOS,W,7,4,2,3:27,N,35266,1.86,+,0,Wednesday Aug 15 2018,2018,7:05 PM
120,8/16/2018,PHI,NYM,L,4,24,2,3:01,D,NA,1.88,-,0,Thursday Aug 16 (1) 2018,2018,4:10 PM
121,8/16/2018,PHI,NYM,W,9,6,2,3:03,N,33049,1.88,+,0,Thursday Aug 16 (2) 2018,2018,7:05 PM
121,8/16/2018,PHI,NYM,W,9,6,2,3:03,N,33049,1.88,+,0,Thursday Aug 16 (2) 2018,2018,4:05 PM
122,8/17/2018,PHI,NYM,W,4,2,2,3:21,N,40460,1.95,++,0,Friday Aug 17 2018,2018,6:05 PM
123,8/18/2018,PHI,NYM,L,1,3,2,2:31,D,35158,1.94,-,0,Saturday Aug 18 2018,2018,4:05 PM
124,8/19/2018,PHI,NYM,L,2,8,2,3:11,N,2429,1.98,--,0,Sunday Aug 19 2018,2018,7:10 PM
125,8/21/2018,PHI,WSN,L,4,10,2,3:16,N,24080,2.09,---,1,Tuesday Aug 21 2018,2018,7:05 PM
126,8/22/2018,PHI,WSN,L-wo,7,8,2,3:45,N,31855,2.12,----,1,Wednesday Aug 22 2018,2018,7:05 PM
127,8/23/2018,PHI,WSN,W,2,0,2,2:41,D,29475,2.01,+,1,Thursday Aug 23 2018,2018,1:05 PM
128,8/24/2018,PHI,TOR,L,2,4,2,2:43,N,26292,1.93,-,1,Friday Aug 24 2018,2018,7:07 PM
129,8/25/2018,PHI,TOR,L,6,8,2,2:59,D,33127,1.9,--,1,Saturday Aug 25 2018,2018,4:07 PM
130,8/26/2018,PHI,TOR,W,8,3,2,3:17,D,28209,1.83,+,1,Sunday Aug 26 2018,2018,1:07 PM
131,8/27/2018,PHI,WSN,L,3,5,2,3:13,N,21261,1.93,-,0,Monday Aug 27 2018,2018,7:05 PM
132,8/28/2018,PHI,WSN,L,4,5,2,3:28,N,21083,1.82,--,0,Tuesday Aug 28 2018,2018,7:05 PM
133,8/29/2018,PHI,WSN,W,8,6,2,3:38,N,22525,1.6,+,0,Wednesday Aug 29 2018,2018,7:05 PM
134,8/31/2018,PHI,CHC,W-wo,2,1,2,3:23,N,22556,1.83,++,0,Friday Aug 31 2018,2018,7:05 PM
135,9/1/2018,PHI,CHC,L,1,7,2,2:41,N,33040,2,-,0,Saturday Sep 1 2018,2018,7:05 PM
136,9/2/2018,PHI,CHC,L,1,8,2,3:37,D,36517,1.85,--,0,Sunday Sep 2 2018,2018,1:35 PM
137,9/3/2018,PHI,MIA,L,1,3,2,2:24,D,7771,1.54,---,1,Monday Sep 3 2018,2018,1:10 PM
138,9/4/2018,PHI,MIA,W,9,4,2,3:14,N,7131,1.5,+,1,Tuesday Sep 4 2018,2018,7:10 PM
139,9/5/2018,PHI,MIA,L,1,2,2,2:44,N,6427,1.75,-,1,Wednesday Sep 5 2018,2018,7:10 PM
140,9/7/2018,PHI,NYM,W,4,3,2,2:43,N,23379,1.57,+,1,Friday Sep 7 2018,2018,7:10 PM
141,9/8/2018,PHI,NYM,L,5,10,2,3:12,N,25094,1.95,-,1,Saturday Sep 8 2018,2018,7:10 PM
142,9/9/2018,PHI,NYM,L,4,6,2,3:12,D,24153,1.6,--,1,Sunday Sep 9 2018,2018,1:10 PM
143,9/11/2018,PHI,WSN,L,1,3,2,3:27,D,NA,1.03,---,0,Tuesday Sep 11 (1) 2018,2018,3:10 PM
144,9/11/2018,PHI,WSN,L,6,7,2,4:16,N,19630,0.75,----,0,Tuesday Sep 11 (2) 2018,2018,7:05 PM
145,9/12/2018,PHI,WSN,L,1,5,2,2:56,N,20258,0.47,-----,0,Wednesday Sep 12 2018,2018,7:05 PM
146,9/14/2018,PHI,MIA,W,14,2,2,2:54,N,21671,0.24,+,0,Friday Sep 14 2018,2018,7:05 PM
147,9/15/2018,PHI,MIA,W,5,4,2,2:48,N,24695,0.27,++,0,Saturday Sep 15 2018,2018,7:05 PM
148,9/16/2018,PHI,MIA,L,4,6,2,3:04,D,30040,0.46,-,0,Sunday Sep 16 2018,2018,1:35 PM
149,9/17/2018,PHI,NYM,L,4,9,2,3:07,N,21767,0.37,--,0,Monday Sep 17 2018,2018,7:05 PM
150,9/18/2018,PHI,NYM,W,5,2,2,3:22,N,18895,0.3,+,0,Tuesday Sep 18 2018,2018,7:05 PM
151,9/19/2018,PHI,NYM,W,4,0,2,3:02,N,19085,0.51,++,0,Wednesday Sep 19 2018,2018,6:05 PM
152,9/20/2018,PHI,ATL,L,3,8,2,3:25,N,27474,0.9,-,1,Thursday Sep 20 2018,2018,7:35 PM
153,9/21/2018,PHI,ATL,L,5,6,2,3:24,N,34370,0.33,--,1,Friday Sep 21 2018,2018,7:35 PM
154,9/22/2018,PHI,ATL,L,3,5,2,2:38,D,35616,0.05,---,1,Saturday Sep 22 2018,2018,1:05 PM
155,9/23/2018,PHI,ATL,L,1,2,2,2:43,D,34214,0,----,1,Sunday Sep 23 2018,2018,1:35 PM
156,9/24/2018,PHI,COL,L,1,10,3,2:57,N,30336,0,-----,1,Monday Sep 24 2018,2018,8:40 PM
157,9/25/2018,PHI,COL,L,3,10,3,3:21,N,30217,0,------,1,Tuesday Sep 25 2018,2018,8:40 PM
158,9/26/2018,PHI,COL,L,0,14,3,2:51,N,35181,0,-------,1,Wednesday Sep 26 2018,2018,8:40 PM
159,9/27/2018,PHI,COL,L,3,5,3,3:06,D,36448,0,--------,1,Thursday Sep 27 2018,2018,3:10 PM
160,9/28/2018,PHI,ATL,L,2,10,3,3:42,N,24306,0,---------,0,Friday Sep 28 2018,2018,7:05 PM
161,9/29/2018,PHI,ATL,W,3,0,3,2:43,N,30886,0,+,0,Saturday Sep 29 2018,2018,7:05 PM
162,9/30/2018,PHI,ATL,W,3,1,3,2:57,D,34202,0,++,0,Sunday Sep 30 2018,2018,3:05 PM
