Game,Day,Date,StartTime,LOG,EndTime,DayGame,Rank,CLI,Home,Attendance,Opp,TeamScore,OppScore,PointDiff,Win,Walkoff,Season,Streak,Rivalry,Mets,Braves
1,Monday,2014-03-31,14:05:00,216,17:41:00,1,1,0.96,1,49031,TEX,14,10,4,1,0,2014,1,0,0,0
2,Tuesday,2014-04-01,20:05:00,194,23:19:00,0,3,0.98,1,29530,TEX,2,3,-1,0,1,2014,-1,0,0,0
3,Wednesday,2014-04-02,20:05:00,182,23:07:00,0,4,0.88,1,28218,TEX,3,4,-1,0,1,2014,-2,0,0,0
4,Friday,2014-04-04,14:20:00,196,17:36:00,1,4,0.88,1,38283,CHC,7,2,5,1,0,2014,1,0,0,0
5,Saturday,2014-04-05,14:20:00,173,17:13:00,1,3,0.92,1,30651,CHC,2,0,2,1,0,2014,2,0,0,0
6,Sunday,2014-04-06,14:20:00,194,17:34:00,1,4,0.95,1,26712,CHC,3,8,-5,0,0,2014,-1,0,0,0
7,Tuesday,2014-04-08,15:05:00,212,18:37:00,1,4,0.98,0,45061,MIL,4,10,-6,0,0,2014,-2,0,0,0
8,Wednesday,2014-04-09,19:05:00,204,22:29:00,0,4,0.9,0,31168,MIL,4,9,-5,0,0,2014,-3,0,0,0
9,Thursday,2014-04-10,19:05:00,168,21:53:00,0,5,0.82,0,25492,MIL,2,6,-4,0,0,2014,-4,0,0,0
10,Friday,2014-04-11,19:05:00,195,22:20:00,0,4,0.89,0,22283,MIA,6,3,3,1,0,2014,1,0,0,0
11,Saturday,2014-04-12,19:05:00,209,22:34:00,0,3,0.93,0,27760,MIA,5,4,1,1,1,2014,2,0,0,0
12,Sunday,2014-04-13,13:35:00,192,16:47:00,1,3,0.97,0,34272,MIA,4,3,1,1,0,2014,3,0,0,0
13,Monday,2014-04-14,19:05:00,221,22:46:00,0,3,1.05,0,26516,ATL,6,9,-3,0,0,2014,-1,1,0,1
14,Wednesday,2014-04-16,19:05:00,149,21:34:00,0,4,1.05,0,23382,ATL,0,1,-1,0,0,2014,-2,1,0,1
15,Thursday,2014-04-17,13:05:00,148,15:33:00,1,4,0.95,0,25750,ATL,1,0,1,1,0,2014,1,1,0,1
16,Friday,2014-04-18,20:40:00,168,23:28:00,0,4,0.87,1,35705,COL,1,12,-11,0,0,2014,-1,0,0,0
17,Saturday,2014-04-19,20:10:00,143,22:33:00,0,5,0.81,1,31352,COL,1,3,-2,0,0,2014,-2,0,0,0
18,Sunday,2014-04-20,16:10:00,248,20:18:00,1,5,0.79,1,33563,COL,10,9,1,1,0,2014,1,0,0,0
19,Monday,2014-04-21,22:10:00,167,00:57:00,0,4,0.83,1,37715,LAD,7,0,7,1,0,2014,2,0,0,0
20,Tuesday,2014-04-22,22:10:00,216,01:46:00,0,3,0.89,1,44826,LAD,3,2,1,1,0,2014,3,0,0,0
21,Wednesday,2014-04-23,22:10:00,172,01:02:00,0,4,0.94,1,40776,LAD,2,5,-3,0,0,2014,-1,0,0,0
22,Thursday,2014-04-24,22:10:00,213,01:43:00,0,4,0.91,1,51699,LAD,7,3,4,1,0,2014,1,0,0,0
23,Friday,2014-04-25,21:40:00,201,01:01:00,0,4,0.96,1,28168,ARI,4,5,-1,0,0,2014,-1,0,0,0
24,Saturday,2014-04-26,20:10:00,185,23:15:00,0,4,0.85,1,35462,ARI,6,5,1,1,0,2014,1,0,0,0
25,Sunday,2014-04-27,16:10:00,157,18:47:00,1,4,0.9,1,30022,ARI,2,0,2,1,0,2014,2,0,0,0
26,Tuesday,2014-04-29,19:05:00,173,21:58:00,0,4,1.08,0,28189,NYM,1,6,-5,0,0,2014,-1,1,1,0
27,Friday,2014-05-02,19:05:00,191,22:16:00,0,5,1.03,0,31945,WSN,3,5,-2,0,0,2014,-2,0,0,0
28,Saturday,2014-05-03,19:05:00,177,22:02:00,0,4,1.01,0,33441,WSN,7,2,5,1,0,2014,1,0,0,0
29,Sunday,2014-05-04,15:05:00,165,17:50:00,1,4,1.1,0,37490,WSN,1,0,1,1,0,2014,2,0,0,0
30,Monday,2014-05-05,19:05:00,179,22:04:00,0,5,0.93,0,25275,TOR,0,3,-3,0,0,2014,-1,0,0,0
31,Tuesday,2014-05-06,19:05:00,186,22:11:00,0,5,0.89,0,26057,TOR,5,6,-1,0,0,2014,-2,0,0,0
32,Wednesday,2014-05-07,19:07:00,143,21:30:00,0,5,0.93,1,16446,TOR,0,10,-10,0,0,2014,-3,0,0,0
33,Thursday,2014-05-08,19:07:00,180,22:07:00,0,5,0.86,1,18158,TOR,6,12,-6,0,0,2014,-4,0,0,0
34,Friday,2014-05-09,19:10:00,279,23:49:00,0,4,0.86,1,30036,NYM,3,2,1,1,0,2014,1,1,1,0
35,Saturday,2014-05-10,19:10:00,196,22:26:00,0,4,0.95,1,29170,NYM,5,4,1,1,0,2014,2,1,1,0
36,Sunday,2014-05-11,13:10:00,262,17:32:00,1,4,1.04,1,28926,NYM,4,5,-1,0,1,2014,-1,1,1,0
37,Tuesday,2014-05-13,19:05:00,169,21:54:00,0,5,0.84,0,41959,LAA,3,4,-1,0,0,2014,-2,0,0,0
38,Wednesday,2014-05-14,13:05:00,188,16:13:00,1,5,0.82,0,33308,LAA,0,3,-3,0,0,2014,-3,0,0,0
39,Friday,2014-05-16,19:05:00,168,21:53:00,0,5,0.83,0,27316,CIN,0,3,-3,0,0,2014,-4,0,0,0
40,Saturday,2014-05-17,19:05:00,174,21:59:00,0,5,0.72,0,30075,CIN,12,1,11,1,0,2014,1,0,0,0
41,Sunday,2014-05-18,13:35:00,183,16:38:00,1,4,0.81,0,36096,CIN,8,3,5,1,0,2014,2,0,0,0
42,Tuesday,2014-05-20,19:10:00,210,22:40:00,0,4,0.96,1,18699,MIA,6,5,1,1,0,2014,3,0,0,0
43,Wednesday,2014-05-21,19:10:00,219,22:49:00,0,4,0.99,1,18257,MIA,5,14,-9,0,0,2014,-1,0,0,0
44,Thursday,2014-05-22,12:40:00,166,15:26:00,1,4,1.03,1,25507,MIA,3,4,-1,0,1,2014,-2,0,0,0
45,Friday,2014-05-23,19:05:00,195,22:20:00,0,5,0.83,0,27254,LAD,0,2,-2,0,0,2014,-3,0,0,0
46,Saturday,2014-05-24,15:05:00,157,17:42:00,1,4,0.73,0,32287,LAD,5,3,2,1,0,2014,1,0,0,0
47,Sunday,2014-05-25,13:35:00,157,16:12:00,1,4,0.84,0,36141,LAD,0,6,-6,0,0,2014,-1,0,0,0
48,Monday,2014-05-26,17:05:00,186,20:11:00,0,4,0.74,0,27289,COL,9,0,9,1,0,2014,1,0,0,0
49,Tuesday,2014-05-27,19:05:00,201,22:26:00,0,4,0.83,0,23159,COL,2,6,-4,0,0,2014,-1,0,0,0
50,Wednesday,2014-05-28,19:05:00,226,22:51:00,0,4,0.77,0,23691,COL,6,3,3,1,1,2014,1,0,0,0
51,Thursday,2014-05-29,19:05:00,175,22:00:00,0,5,0.89,0,26668,NYM,1,4,-3,0,0,2014,-1,1,1,0
52,Friday,2014-05-30,19:05:00,323,00:28:00,0,4,0.85,0,30236,NYM,6,5,1,1,1,2014,1,1,1,0
53,Saturday,2014-05-31,15:05:00,332,20:37:00,1,5,0.92,0,37516,NYM,4,5,-1,0,0,2014,-1,1,1,0
54,Sunday,2014-06-01,13:35:00,209,17:04:00,1,5,0.82,0,36039,NYM,3,4,-1,0,0,2014,-2,1,1,0
55,Monday,2014-06-02,19:05:00,197,22:22:00,0,5,0.72,0,26302,NYM,2,11,-9,0,0,2014,-3,1,1,0
56,Tuesday,2014-06-03,19:05:00,162,21:47:00,0,5,0.68,1,25291,WSN,0,7,-7,0,0,2014,-4,0,0,0
57,Wednesday,2014-06-04,19:05:00,180,22:05:00,0,5,0.57,1,33614,WSN,4,8,-4,0,0,2014,-5,0,0,0
58,Thursday,2014-06-05,16:05:00,158,18:43:00,1,5,0.58,1,33016,WSN,2,4,-2,0,0,2014,-6,0,0,0
59,Friday,2014-06-06,19:10:00,198,22:28:00,0,5,0.42,1,38331,CIN,8,0,8,1,0,2014,1,0,0,0
60,Saturday,2014-06-07,16:10:00,176,19:06:00,1,5,0.48,1,36347,CIN,5,6,-1,0,0,2014,-1,0,0,0
61,Sunday,2014-06-08,13:10:00,160,15:50:00,1,5,0.41,1,30222,CIN,1,4,-3,0,0,2014,-2,0,0,0
62,Tuesday,2014-06-10,19:05:00,160,21:45:00,0,5,0.37,0,31037,SDP,5,2,3,1,0,2014,1,0,0,0
63,Wednesday,2014-06-11,19:05:00,175,22:00:00,0,5,0.37,0,25398,SDP,3,0,3,1,1,2014,2,0,0,0
64,Thursday,2014-06-12,13:05:00,185,16:10:00,1,4,0.43,0,29372,SDP,7,3,4,1,0,2014,3,0,0,0
65,Friday,2014-06-13,19:05:00,171,21:56:00,0,5,0.52,0,26154,CHC,1,2,-1,0,0,2014,-1,0,0,0
66,Saturday,2014-06-14,15:05:00,184,18:09:00,1,4,0.44,0,31524,CHC,7,4,3,1,0,2014,1,0,0,0
67,Sunday,2014-06-15,13:35:00,155,16:10:00,1,5,0.54,0,41238,CHC,0,3,-3,0,0,2014,-1,0,0,0
68,Monday,2014-06-16,19:10:00,287,23:57:00,0,4,0.53,1,23900,ATL,6,1,5,1,0,2014,1,1,0,1
69,Tuesday,2014-06-17,19:10:00,185,22:15:00,0,4,0.67,1,41631,ATL,5,2,3,1,0,2014,2,1,0,1
70,Wednesday,2014-06-18,12:10:00,212,15:42:00,1,4,0.72,1,28500,ATL,10,5,5,1,0,2014,3,1,0,1
71,Thursday,2014-06-19,20:15:00,168,23:03:00,0,4,0.71,1,42106,STL,4,1,3,1,0,2014,4,0,0,0
72,Friday,2014-06-20,20:15:00,168,23:03:00,0,4,0.83,1,44061,STL,5,1,4,1,0,2014,5,0,0,0
73,Saturday,2014-06-21,16:10:00,168,18:58:00,1,4,0.92,1,44789,STL,1,4,-3,0,0,2014,-1,0,0,0
74,Sunday,2014-06-22,14:15:00,174,17:09:00,1,4,0.84,1,43484,STL,3,5,-2,0,0,2014,-2,0,0,0
75,Monday,2014-06-23,19:05:00,194,22:19:00,0,5,0.84,0,32161,MIA,0,4,-4,0,0,2014,-3,0,0,0
76,Tuesday,2014-06-24,19:05:00,195,22:20:00,0,5,0.71,0,24860,MIA,7,4,3,1,0,2014,1,0,0,0
77,Wednesday,2014-06-25,19:05:00,173,21:58:00,0,5,0.78,0,23360,MIA,2,3,-1,0,0,2014,-1,0,0,0
78,Thursday,2014-06-26,19:05:00,281,23:46:00,0,4,0.61,0,34168,MIA,5,3,2,1,1,2014,1,0,0,0
79,Friday,2014-06-27,19:05:00,191,22:16:00,0,4,0.77,0,38100,ATL,2,4,-2,0,0,2014,-1,1,0,1
80,Saturday,2014-06-28,14:05:00,188,17:13:00,1,5,0.72,0,28845,ATL,3,10,-7,0,0,2014,-2,1,0,1
81,Saturday,2014-06-28,19:05:00,189,22:14:00,0,5,0.56,0,30845,ATL,1,5,-4,0,0,2014,-3,1,0,1
82,Sunday,2014-06-29,13:35:00,186,16:41:00,1,5,0.48,0,33215,ATL,2,3,-1,0,0,2014,-4,1,0,1
83,Tuesday,2014-07-01,19:10:00,217,22:47:00,0,5,0.3,1,18518,MIA,4,5,-1,0,1,2014,-5,0,0,0
84,Wednesday,2014-07-02,19:10:00,191,22:21:00,0,5,0.24,1,20084,MIA,0,5,-5,0,0,2014,-6,0,0,0
85,Thursday,2014-07-03,18:10:00,192,21:22:00,0,4,0.18,1,24915,MIA,5,4,1,1,0,2014,1,0,0,0
86,Friday,2014-07-04,17:05:00,193,20:18:00,0,5,0.23,1,38977,PIT,2,8,-6,0,0,2014,-1,0,0,0
87,Saturday,2014-07-05,16:05:00,160,18:45:00,1,5,0.18,1,37821,PIT,2,3,-1,0,0,2014,-2,0,0,0
88,Sunday,2014-07-06,13:35:00,163,16:18:00,1,5,0.13,1,33408,PIT,2,6,-4,0,0,2014,-3,0,0,0
89,Monday,2014-07-07,20:10:00,205,23:35:00,0,5,0.09,1,28080,MIL,3,2,1,1,0,2014,1,0,0,0
90,Tuesday,2014-07-08,20:10:00,204,23:34:00,0,5,0.12,1,26126,MIL,9,7,2,1,0,2014,2,0,0,0
91,Wednesday,2014-07-09,20:10:00,135,22:25:00,0,5,0.16,1,26480,MIL,4,1,3,1,0,2014,3,0,0,0
92,Thursday,2014-07-10,14:10:00,186,17:16:00,1,5,0.23,1,36394,MIL,9,1,8,1,0,2014,4,0,0,0
93,Friday,2014-07-11,19:05:00,164,21:49:00,0,5,0.29,0,30094,WSN,6,2,4,1,0,2014,5,0,0,0
94,Saturday,2014-07-12,19:15:00,243,23:18:00,0,5,0.41,0,32072,WSN,3,5,-2,0,0,2014,-1,0,0,0
95,Sunday,2014-07-13,13:35:00,183,16:38:00,1,5,0.28,0,30185,WSN,3,10,-7,0,0,2014,-2,0,0,0
96,Friday,2014-07-18,19:35:00,165,22:20:00,0,5,0.19,1,39747,ATL,4,6,-2,0,0,2014,-3,1,0,1
97,Saturday,2014-07-19,19:10:00,177,22:07:00,0,5,0.15,1,38602,ATL,2,1,1,1,0,2014,1,1,0,1
98,Sunday,2014-07-20,13:35:00,164,16:19:00,1,5,0.2,1,24859,ATL,2,8,-6,0,0,2014,-1,1,0,1
99,Monday,2014-07-21,19:05:00,208,22:33:00,0,5,0.11,0,27334,SFG,4,7,-3,0,0,2014,-2,0,0,0
100,Tuesday,2014-07-22,19:05:00,346,00:51:00,0,5,0.09,0,30109,SFG,6,9,-3,0,0,2014,-3,0,0,0
101,Wednesday,2014-07-23,19:05:00,182,22:07:00,0,5,0.05,0,28648,SFG,1,3,-2,0,0,2014,-4,0,0,0
102,Thursday,2014-07-24,13:05:00,166,15:51:00,1,5,0.05,0,33258,SFG,2,1,1,1,0,2014,1,0,0,0
103,Friday,2014-07-25,19:05:00,203,22:28:00,0,5,0.05,0,25698,ARI,9,5,4,1,0,2014,2,0,0,0
104,Saturday,2014-07-26,19:05:00,260,23:25:00,0,5,0.06,0,29097,ARI,6,10,-4,0,0,2014,-1,0,0,0
105,Sunday,2014-07-27,13:35:00,150,16:05:00,1,5,0.05,0,31514,ARI,4,2,2,1,0,2014,1,0,0,0
106,Monday,2014-07-28,19:10:00,174,22:04:00,0,5,0.06,1,26525,NYM,1,7,-6,0,0,2014,-1,1,1,0
107,Tuesday,2014-07-29,19:10:00,156,21:46:00,0,5,0.04,1,27069,NYM,6,0,6,1,0,2014,1,1,1,0
108,Wednesday,2014-07-30,12:10:00,208,15:38:00,1,5,0.07,1,37647,NYM,2,11,-9,0,0,2014,-1,1,1,0
109,Thursday,2014-07-31,19:05:00,211,22:36:00,0,5,0.05,1,35722,WSN,10,4,6,1,0,2014,1,0,0,0
110,Friday,2014-08-01,19:05:00,148,21:33:00,0,5,0.08,1,28410,WSN,2,1,1,1,0,2014,2,0,0,0
111,Saturday,2014-08-02,19:05:00,199,22:24:00,0,5,0.11,1,36155,WSN,0,11,-11,0,0,2014,-1,0,0,0
112,Sunday,2014-08-03,13:35:00,167,16:22:00,1,5,0.09,1,30038,WSN,0,4,-4,0,0,2014,-2,0,0,0
113,Tuesday,2014-08-05,19:05:00,305,00:10:00,0,5,0.05,0,28336,HOU,2,1,1,1,1,2014,1,0,0,0
114,Wednesday,2014-08-06,19:05:00,165,21:50:00,0,5,0.07,0,26691,HOU,10,3,7,1,0,2014,2,0,0,0
115,Thursday,2014-08-07,19:05:00,167,21:52:00,0,5,0.08,0,26609,HOU,6,5,1,1,0,2014,3,0,0,0
116,Friday,2014-08-08,19:05:00,171,21:56:00,0,5,0.09,0,32307,NYM,4,5,-1,0,0,2014,-1,1,1,0
117,Saturday,2014-08-09,19:05:00,221,22:46:00,0,5,0.06,0,39153,NYM,1,2,-1,0,0,2014,-2,1,1,0
118,Sunday,2014-08-10,13:35:00,194,16:49:00,1,5,0.05,0,31061,NYM,7,6,1,1,1,2014,1,1,1,0
119,Monday,2014-08-11,13:05:00,168,15:53:00,1,5,0.08,0,26076,NYM,3,5,-2,0,0,2014,-1,1,1,0
120,Tuesday,2014-08-12,22:05:00,176,01:01:00,0,5,0.04,1,37296,LAA,2,7,-5,0,0,2014,-2,0,0,0
121,Wednesday,2014-08-13,22:05:00,171,00:56:00,0,5,0.02,1,38802,LAA,3,4,-1,0,0,2014,-3,0,0,0
122,Friday,2014-08-15,22:15:00,216,01:51:00,0,5,0.02,1,41425,SFG,5,3,2,1,0,2014,1,0,0,0
123,Saturday,2014-08-16,16:05:00,214,19:39:00,1,5,0.02,1,41907,SFG,5,6,-1,0,0,2014,-1,0,0,0
124,Sunday,2014-08-17,16:05:00,177,19:02:00,1,5,0.01,1,41851,SFG,2,5,-3,0,0,2014,-2,0,0,0
125,Monday,2014-08-18,19:05:00,172,21:57:00,0,5,0.0,0,28102,SEA,4,1,3,1,0,2014,1,0,0,0
126,Tuesday,2014-08-19,19:05:00,186,22:11:00,0,5,0.01,0,31592,SEA,2,5,-3,0,0,2014,-1,0,0,0
127,Wednesday,2014-08-20,13:05:00,180,16:05:00,1,5,0.0,0,25157,SEA,4,3,1,1,0,2014,1,0,0,0
128,Friday,2014-08-22,19:05:00,168,21:53:00,0,5,0.0,0,28366,STL,5,4,1,1,0,2014,2,0,0,0
129,Saturday,2014-08-23,19:05:00,293,23:58:00,0,5,0.01,0,30352,STL,5,6,-1,0,0,2014,-1,0,0,0
130,Sunday,2014-08-24,13:35:00,153,16:08:00,1,5,0.0,0,30580,STL,7,1,6,1,0,2014,1,0,0,0
131,Monday,2014-08-25,19:05:00,166,21:51:00,0,5,0.0,0,23089,WSN,3,2,1,1,0,2014,2,0,0,0
132,Tuesday,2014-08-26,19:05:00,144,21:29:00,0,5,0.0,0,25238,WSN,4,3,1,1,0,2014,3,0,0,0
133,Wednesday,2014-08-27,19:05:00,184,22:09:00,0,5,0.01,0,33183,WSN,8,4,4,1,0,2014,4,0,0,0
134,Friday,2014-08-29,19:10:00,151,21:41:00,0,5,0.01,1,25250,NYM,1,4,-3,0,0,2014,-1,1,1,0
135,Saturday,2014-08-30,19:10:00,178,22:08:00,0,5,0.0,1,28053,NYM,7,2,5,1,0,2014,1,1,1,0
136,Sunday,2014-08-31,13:10:00,194,16:24:00,1,5,0.01,1,27159,NYM,5,6,-1,0,0,2014,-1,1,1,0
137,Monday,2014-09-01,13:10:00,190,16:20:00,1,5,0.0,1,34178,ATL,7,0,7,1,0,2014,1,1,0,1
138,Tuesday,2014-09-02,19:10:00,177,22:07:00,0,5,0.0,1,19444,ATL,4,0,4,1,0,2014,2,1,0,1
139,Wednesday,2014-09-03,12:10:00,188,15:18:00,1,5,0.01,1,19724,ATL,4,7,-3,0,0,2014,-1,1,0,1
140,Friday,2014-09-05,19:05:00,272,23:37:00,0,5,0.0,1,27437,WSN,9,8,1,1,0,2014,1,0,0,0
141,Saturday,2014-09-06,16:05:00,153,18:38:00,1,5,0.01,1,37408,WSN,3,1,2,1,0,2014,2,0,0,0
142,Sunday,2014-09-07,13:35:00,200,16:55:00,1,5,0.01,1,29108,WSN,2,3,-1,0,0,2014,-1,0,0,0
143,Monday,2014-09-08,19:05:00,188,22:13:00,0,5,0.01,0,23140,PIT,4,6,-2,0,0,2014,-2,0,0,0
144,Tuesday,2014-09-09,19:05:00,176,22:01:00,0,5,0.0,0,26900,PIT,4,3,1,1,0,2014,1,0,0,0
145,Wednesday,2014-09-10,19:05:00,188,22:13:00,0,5,0.01,0,25315,PIT,3,6,-3,0,0,2014,-1,0,0,0
146,Thursday,2014-09-11,19:05:00,189,22:14:00,0,5,0.0,0,26535,PIT,1,4,-3,0,0,2014,-2,0,0,0
147,Friday,2014-09-12,19:05:00,182,22:07:00,0,5,0.0,0,27039,MIA,3,1,2,1,1,2014,1,0,0,0
148,Saturday,2014-09-13,19:05:00,153,21:38:00,0,5,0.0,0,26163,MIA,2,1,1,1,0,2014,2,0,0,0
149,Sunday,2014-09-14,13:35:00,200,16:55:00,1,5,0.0,0,30201,MIA,4,5,-1,0,0,2014,-1,0,0,0
150,Monday,2014-09-15,22:10:00,129,00:19:00,0,5,0.0,1,17558,SDP,0,1,-1,0,0,2014,-2,0,0,0
151,Tuesday,2014-09-16,22:10:00,191,01:21:00,0,5,0.0,1,24541,SDP,4,5,-1,0,0,2014,-3,0,0,0
152,Wednesday,2014-09-17,22:10:00,170,01:00:00,0,5,0.0,1,17311,SDP,5,2,3,1,0,2014,1,0,0,0
153,Thursday,2014-09-18,21:10:00,182,00:12:00,0,5,0.0,1,18076,SDP,3,7,-4,0,0,2014,-1,0,0,0
154,Friday,2014-09-19,21:35:00,176,00:31:00,0,5,0.0,1,35067,OAK,1,3,-2,0,0,2014,-2,0,0,0
155,Saturday,2014-09-20,16:05:00,179,19:04:00,1,5,0.0,1,31848,OAK,3,0,3,1,0,2014,1,0,0,0
156,Sunday,2014-09-21,16:05:00,228,19:53:00,1,5,0.0,1,25126,OAK,6,8,-2,0,1,2014,-1,0,0,0
157,Tuesday,2014-09-23,19:10:00,140,21:30:00,0,5,0.0,1,18969,MIA,0,2,-2,0,0,2014,-2,0,0,0
158,Wednesday,2014-09-24,19:10:00,174,22:04:00,0,5,0.0,1,22491,MIA,2,1,1,1,0,2014,1,0,0,0
159,Thursday,2014-09-25,16:10:00,181,19:11:00,1,5,0.0,1,24259,MIA,4,6,-2,0,0,2014,-1,0,0,0
160,Friday,2014-09-26,19:05:00,161,21:46:00,0,5,0.0,0,33121,ATL,5,4,1,1,0,2014,1,1,0,1
